Respondent ID,"By completing this survey, you are consenting to us storing and using your data to help us improve our services to you",Please select your gender,Kindly select your age bracket,Please select your department from the list below,How would you rate the state of your mental well-being?,How would you rate the current state of your mental well-being?,"If you need support in Q6 above, please state what support you would need?",Please reflect on the mental Wellness related issues listed below and tick the areas you would like us to address on our regular sessions? (Select more than one if applicable),Mental Wellness Issues Would Like Addressed - Emotional intelligence,Mental Wellness Issues Would Like Addressed - Financial constraints,Mental Wellness Issues Would Like Addressed - Trauma,Mental Wellness Issues Would Like Addressed - Substance and Drug Dependence,Mental Wellness Issues Would Like Addressed - Relationship Difficulties,Mental Wellness Issues Would Like Addressed - Unresolved Childhood Difficulties,Mental Wellness Issues Would Like Addressed - Anxiety and Depression,Mental Wellness Issues Would Like Addressed - Other (please specify),Are you going through a tough emotional situation right now?,"During the past 4 weeks, have you had any problems with your work or daily life due to any emotional problems, such as feeling depressed, sad, or anxious?","During the past 4 weeks, how often has your mental health affected your ability to get work done?","During the past two weeks, how often has your mental health affected your relationships?",Have you ever been diagnosed with a mental disorder before?,Have you seen a therapist in the recent past?,Is there a history of mental disorder in your family?,Do you feel content with your relationships and family?,When was the last time you were really happy?,When was the last time you felt good about yourself?,How often do you feel positive about your life?,When was the last time you had a positive outlook on life?,How many hours do you sleep per day?,How is your quality of sleep?,How often do you smoke?,How often do you drink?,How do you usually cope with the general stresses of life and the mental health challenges that come your way?,Coping Mechanisms - Other (please specify),"What about the amount of social support you receive from your family, friends, etc? When you have the need to talk to someone or go on outings with friends and/or relatives, do you feel there is someone who fulfills these needs?",Have you ever attended a Mental Health Awareness Session?,How would you prefer to receive information and advice about mental health?,Preferred Method of Receiving Mental Health Information - Other (please specify),Are you aware of the Employee Assistance Program services offered by Kenya Airways to all its staff and dependents through Minet?,"EAP Awareness & Usage - If yes to Question 29, have you ever accessed the service?","EAP Awareness & Usage - If no, please state the reason.",Would you like us to link you or your dependents to our professional counselors for support?
114745738044.0,I Agree,Male,40-49 years,Ground Operations,Very Good,I am OK and coping well,nil,Work/job related stressors,,,,,Relationship Difficulties,,,,Yes,Yes,Not so often,Not so often,No,No,No,Not Sure,Few days ago,Few weeks ago,About half the time,Few weeks ago,4 - 6,Bad,Never,Never,I engage relatives and friends,,Average degree of social support from family and friends is given or potentially available.,Yes,Online,,No,,,No
114744871633.0,I Agree,Male,25-39 years,Commercial,Good,I am OK and coping well,,,,Financial constraints,,,,Unresolved Childhood Difficulties,Anxiety and Depression,,No,Not Sure,Not so often,Not so often,No,No,No,Yes,I don't remember,I don't remember,Most of the time,I don't remember,4 - 6,Good,Never,Once in a few weeks,I keep my issues to myself,,No support or potential support is available from either family or friends,Yes,Group session,,No,,,Yes
114744970331.0,I Agree,Male,40-49 years,Commercial,Fair,I am OK and coping well,,Work/job related stressors,,Financial constraints,,,,,,,No,Not Sure,Not so often,Not so often,No,No,No,Yes,I don't remember,Few days ago,Most of the time,Few days ago,4 - 6,Good,Never,Once in a few weeks,,,,,,,,,,
114744957634.0,I Agree,Male,40-49 years,Flight Operations,Good,I am OK and coping well,N/a,Work/job related stressors,,,,,,,,,No,No,Not so often,Not at all,No,No,No,Yes,Few days ago,Few weeks ago,Most of the time,Few weeks ago,7 - 9,OK,Never,Once in a few weeks,I engage relatives and friends,,Above average degree of social support (Given or potentially available from family and friends).,Yes,Group session,,Yes,No,Available support from family and friends has been sufficient so far,No
114744953650.0,I Agree,Female,25-39 years,Commercial,Fair,I’m just there,no,,Emotional intelligence,,,,Relationship Difficulties,,,,No,Yes,Not so often,Not at all,No,No,Not sure,Not Sure,Few days ago,Few weeks ago,Once in a while,Few weeks ago,7 - 9,Very Good,Never,Once in a few weeks,I engage relatives and friends,,"High degree of social support (Much support is either given or is available, if needed, from family and friends).",Yes,Online,,Yes,Yes,,No
114744870795.0,I Agree,Female,25-39 years,Commercial,Fair,I’m just there,HR to be more attentive to staff issues as some of these mental stresses are avoidable ,Work/job related stressors,,,,,,,,Distribution of work load not fair ,Yes,Yes,Somewhat often,Not so often,No,No,Yes,Yes,Few days ago,Few days ago,Always,Few days ago,,,,,,,,,,,,,,
114744870910.0,I Agree,Female,25-39 years,Commercial,Good,I am OK and coping well,Therapy,Work/job related stressors,Emotional intelligence,Financial constraints,Trauma,Substance and Drug Dependence,,,Anxiety and Depression,,Yes,Yes,Not so often,Not so often,No,No,No,Yes,Few days ago,Few days ago,Most of the time,Few days ago,7 - 9,Very Good,Never,Once in a few weeks,I engage relatives and friends,,"High degree of social support (Much support is either given or is available, if needed, from family and friends).",No,One on One session,,No,,,Yes
114743125795.0,I Agree,Male,25-39 years,Flight Operations,Very Good,I am OK and coping well,,Work/job related stressors,Emotional intelligence,Financial constraints,,,,,,,No,No,Not at all,Not at all,No,No,Yes,Yes,Few days ago,Few days ago,Most of the time,Few months ago,7 - 9,Good,Never,Once in a few weeks,,,,,,,,,,
114742506995.0,I Agree,Female,40-49 years,Technical,Fair,I’m just there,,,Emotional intelligence,Financial constraints,,,,,,,Not Sure,No,Not so often,Somewhat often,No,No,No,Not Sure,Few weeks ago,Few weeks ago,About half the time,Few days ago,7 - 9,Good,Never,Never,I keep my issues to myself,Physical activity,Above average degree of social support (Given or potentially available from family and friends).,No,Group session,,Yes,No,,No
114742342327.0,I Agree,Female,40-49 years,Flight Operations,Very Good,I am OK and coping well,,Work/job related stressors,Emotional intelligence,Financial constraints,Trauma,Substance and Drug Dependence,Relationship Difficulties,Unresolved Childhood Difficulties,Anxiety and Depression,Living with a PWD e.g Autism/celebral palsy/dyslexia among others,Not Sure,No,Not at all,Not so often,No,Yes,No,Not Sure,Few days ago,Few days ago,Most of the time,Few days ago,7 - 9,Good,Never,Once in a few weeks,I engage relatives and friends,I read books and also excercise,"Below average degree of social support (While some support is available, it's not consistently available).",No,Pamphlets and nuggets,Email,No,,,No
114741666712.0,I Agree,Male,40-49 years,Ground Operations,Good,I am OK and coping well,NONE,Work/job related stressors,,,,,,,,,Yes,Yes,Not at all,Not at all,No,No,No,Yes,Few days ago,Few days ago,Most of the time,Few days ago,4 - 6,Good,Never,Never,I seek help from my religious leader,Am always prayerful whenever faced with challenges. My Bible becomes my comfort at all times.,Average degree of social support from family and friends is given or potentially available.,No,Online,,Yes,No,My mental health is not severe that I cant cope. It is always within manageable levels.,No
114741325596.0,I Agree,Female,25-39 years,Commercial,Good,I am OK and coping well,,Work/job related stressors,,,,,,,,,No,No,Not at all,Not at all,No,No,No,Yes,Few months ago,Few days ago,Always,Few days ago,7 - 9,Good,Never,Never,I seek help from a processional counselor,,"High degree of social support (Much support is either given or is available, if needed, from family and friends).",Yes,Group session,,No,,,No
114741243552.0,I Agree,Male,25-39 years,"Corporate Quality, Safety & Environment",Good,I’m just there,Better suvises,Work/job related stressors,,Financial constraints,,Substance and Drug Dependence,,,,,Yes,No,Not so often,Not so often,No,No,Yes,No,I don't remember,I don't remember,Once in a while,I don't remember,4 - 6,OK,Never,Once in a few weeks,I seek for available options online,,Average degree of social support from family and friends is given or potentially available.,Yes,One on One session,,Yes,Yes,,No
114741172985.0,I Agree,Male,40-49 years,Cargo,Good,I am OK and coping well,ok,,,,Trauma,Substance and Drug Dependence,,Unresolved Childhood Difficulties,,,No,No,Not at all,Not at all,No,No,No,Yes,Few days ago,I don't remember,Always,Few days ago,Less than 4,Very Bad,Never,Never,I keep my issues to myself,,"Below average degree of social support (While some support is available, it's not consistently available).",No,Online,,Yes,No,,No
114740255884.0,I Agree,Female,25-39 years,Information Technology,Fair,I’m just there,,,Emotional intelligence,Financial constraints,,,Relationship Difficulties,,,,Not Sure,Not Sure,Not so often,Somewhat often,No,No,Not sure,Not Sure,Few weeks ago,I don't remember,Once in a while,Few months ago,4 - 6,OK,Never,Never,I keep my issues to myself,,Average degree of social support from family and friends is given or potentially available.,No,One on One session,,Yes,No,,No
114741069019.0,I Agree,Male,25-39 years,Flight Operations,Good,I am OK and coping well,,Work/job related stressors,Emotional intelligence,Financial constraints,Trauma,Substance and Drug Dependence,Relationship Difficulties,,Anxiety and Depression,,No,No,Not so often,Not at all,No,No,No,Not Sure,Few weeks ago,Few days ago,Most of the time,Few days ago,4 - 6,Bad,Never,Never,I keep my issues to myself,Workout and physical activity,Average degree of social support from family and friends is given or potentially available.,No,Pamphlets and nuggets,,No,,,No
114740762442.0,I Agree,Female,40-49 years,Ground Operations,Good,I am OK and coping well,,Work/job related stressors,,,,,,,,,No,Not Sure,Not at all,Not at all,No,No,No,Yes,Few days ago,Few days ago,Most of the time,Few days ago,7 - 9,Very Good,Never,Never,I engage relatives and friends,,Average degree of social support from family and friends is given or potentially available.,Yes,Online,,Yes,,,
114740641212.0,I Agree,Female,25-39 years,Managing Director's Office,Fair,I’m just there,,,Emotional intelligence,,,Substance and Drug Dependence,,Unresolved Childhood Difficulties,Anxiety and Depression,,Not Sure,Yes,Not so often,Not so often,No,Yes,No,Yes,Few weeks ago,Few weeks ago,Once in a while,Few weeks ago,4 - 6,OK,Once everyday,Once everyday,I keep my issues to myself,,"Below average degree of social support (While some support is available, it's not consistently available).",Yes,Group session,,Yes,Yes,,No
114740460459.0,I Agree,Female,25-39 years,Commercial,Good,I’m just there,,Work/job related stressors,,Financial constraints,,,,,,,No,Yes,Not so often,Not so often,No,No,No,Yes,Few days ago,Few days ago,Most of the time,Few days ago,4 - 6,Good,Never,Once in a few weeks,I engage relatives and friends,,Above average degree of social support (Given or potentially available from family and friends).,Yes,Group session,,Yes,No,,No
114740068727.0,I Agree,Female,25-39 years,"Corporate Quality, Safety & Environment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114740059329.0,I Agree,Female,50+ years,Technical,Good,I’m just there,,,,,,,,,,Loss of loved ones,Not Sure,No,Not at all,Not at all,No,No,No,Yes,Few months ago,Few months ago,Most of the time,I don't remember,4 - 6,Good,Never,Once in a few weeks,I engage relatives and friends,Sometimes keep issues to myself and sometimes I engage relatives,Average degree of social support from family and friends is given or potentially available.,No,Online,,Yes,,,
114740042987.0,I Agree,Male,25-39 years,Ground Operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114739896473.0,I Agree,Female,25-39 years,Ground Operations,Good,I am OK and coping well,,Work/job related stressors,Emotional intelligence,Financial constraints,,Substance and Drug Dependence,,,,,No,No,Not so often,Not so often,No,No,No,Yes,Few days ago,Few months ago,Most of the time,Few days ago,4 - 6,Good,Never,Once in a few weeks,I engage relatives and friends,,Average degree of social support from family and friends is given or potentially available.,No,Online,,Yes,No,I have never had mental issues ,No
114739837112.0,I Agree,Female,40-49 years,Flight Operations,Fair,I’m just there,,Work/job related stressors,,,Trauma,,Relationship Difficulties,Unresolved Childhood Difficulties,Anxiety and Depression,,No,Yes,Not so often,Not so often,No,Yes,No,Not Sure,Few weeks ago,Few weeks ago,Once in a while,Few days ago,7 - 9,Not Sure,Never,Once in a few weeks,I keep my issues to myself,Praying ,Average degree of social support from family and friends is given or potentially available.,Yes,Online,,Yes,Yes,,No
114739790334.0,I Agree,Male,40-49 years,Ground Operations,Good,I am OK and coping well,,,,,,,,,,Family related issue,No,No,Not at all,Not at all,No,No,No,No,Few days ago,Few days ago,Most of the time,Few days ago,7 - 9,Good,Never,Once in a few weeks,I engage relatives and friends,,Average degree of social support from family and friends is given or potentially available.,No,Online,,Yes,No,,No
114739463702.0,I Agree,Female,25-39 years,Flight Operations,Good,I am OK and coping well,,Work/job related stressors,,,,Substance and Drug Dependence,,,Anxiety and Depression,,Yes,No,Not at all,Not so often,No,No,No,Yes,Few months ago,Few days ago,Most of the time,Few days ago,7 - 9,Good,Never,Once in a few weeks,,,,,,,,,,
114739326189.0,I Agree,Female,40-49 years,Flight Operations,Very Good,I am OK and coping well,Regular fora with colleagues undergoing  similar challenges,,,Financial constraints,,,Relationship Difficulties,,Anxiety and Depression,Bereavement ,No,Yes,Somewhat often,Somewhat often,No,Yes,No,Yes,Few days ago,Few days ago,About half the time,Few days ago,4 - 6,Not Sure,Never,Never,I seek for available options online,I pray to God directly ,Average degree of social support from family and friends is given or potentially available.,Yes,One on One session,,Yes,Yes,I have,No
114739293566.0,I Agree,Female,25-39 years,Finance,Fair,I am OK and coping well,,Work/job related stressors,Emotional intelligence,Financial constraints,,,Relationship Difficulties,,,,No,No,Not at all,Not at all,No,No,No,Yes,Few days ago,Few days ago,About half the time,Few days ago,7 - 9,Very Good,Never,Never,I engage relatives and friends,,Above average degree of social support (Given or potentially available from family and friends).,Yes,Pamphlets and nuggets,,Yes,No,I have not undergone a major stressor beyond me and my circle. ,No
114739292923.0,I Agree,Male,40-49 years,Technical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114739262530.0,I Agree,Female,25-39 years,Human Resources,Fair,I’m just there,,Work/job related stressors,,,,,,,,,No,No,Somewhat often,Somewhat often,No,Yes,No,Yes,Few weeks ago,Few weeks ago,Most of the time,Few days ago,7 - 9,Very Good,Never,Never,I engage relatives and friends,,"High degree of social support (Much support is either given or is available, if needed, from family and friends).",Yes,Online,,Yes,,,
114739259210.0,I Agree,Female,25-39 years,Human Resources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114739215418.0,I Agree,Female,50+ years,Commercial,Poor,I am not OK,I feel overwhelmed with my job. Too much pressure for results to meet while the lack of staff is putting big workload on us. You are pushed for things which are not in your job descriptions because of lack of staff ,Work/job related stressors,Emotional intelligence,Financial constraints,,,,,,too much pressure for results,Yes,Yes,Very often,Not so often,No,Yes,No,Yes,Few months ago,Few months ago,Most of the time,Few months ago,4 - 6,OK,Never,Once in a few weeks,I seek help from my religious leader,,"High degree of social support (Much support is either given or is available, if needed, from family and friends).",Yes,Online,"Mix of them. Sometimes you may need One on One, other time you may need Group session. It also help to hear from others experience. How they deal with their issues",Yes,No,"Sometimes I have an issue with the language. When it is not your native language, it may not easy to express your real feelingsi It is a big challenge ",No
114739204243.0,I Agree,Female,25-39 years,Flight Operations,Good,I’m just there,,,Emotional intelligence,,Trauma,,,Unresolved Childhood Difficulties,Anxiety and Depression,,Not Sure,Yes,Not so often,Somewhat often,No,No,Not sure,Yes,Few days ago,Few days ago,Once in a while,Few weeks ago,4 - 6,Good,Never,Never,I keep my issues to myself,,"Below average degree of social support (While some support is available, it's not consistently available).",No,One on One session,,No,,,
114739156266.0,I Agree,Female,50+ years,Flight Operations,Good,I am OK and coping well,,Work/job related stressors,,Financial constraints,,,,,,,No,Yes,Not so often,Not at all,No,No,No,Yes,Few days ago,Few days ago,Most of the time,Few weeks ago,4 - 6,OK,Never,Once everyday,I keep my issues to myself,,"Below average degree of social support (While some support is available, it's not consistently available).",No,Online,,Yes,No,No necessary ,No
114739152299.0,I Agree,Female,40-49 years,Information Technology,Very Good,I am OK and coping well,,,,,,,,,Anxiety and Depression,,No,Yes,Not at all,Not at all,No,No,No,Yes,,,,,,,,,,,,,,,,,,
114739150870.0,I Agree,Male,50+ years,Commercial,Very Good,I am OK and coping well,I am okay and coping well.,Work/job related stressors,Emotional intelligence,,,,,,,,No,No,Not at all,Not at all,No,No,No,Yes,Few days ago,Few days ago,Always,Few days ago,7 - 9,Very Good,Never,Once in a few weeks,I engage relatives and friends,Discuss with immediate family only.,"High degree of social support (Much support is either given or is available, if needed, from family and friends).",Yes,Online,,Yes,No,Not required,No
